GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,330,330,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,445,445,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,753,753,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,320,320,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,433,433,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,738,738,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,314,314,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,424,424,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,725,725,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,309,309,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,416,416,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,715,715,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,305,305,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,410,410,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,705,705,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,301,301,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,404,404,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,693,693,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,296,296,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,397,397,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,676,676,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,289,289,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,387,387,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,655,655,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,280,280,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,375,375,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,630,630,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,270,270,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,360,360,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,604,604,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,258,258,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,346,346,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,578,578,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,248,248,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,330,330,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,552,552,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,237,237,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,315,315,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,528,528,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,227,227,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,301,301,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,505,505,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,218,218,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,287,287,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,482,482,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,208,208,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,274,274,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,462,462,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,199,199,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,263,263,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,443,443,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,192,192,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,251,251,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,426,426,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,185,185,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,241,241,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,413,413,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,179,179,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,234,234,null,null,null,null,null
CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,403,403,null,null,null,null,null
